Id_Survey;Id_Survey_Pos;Id_Station;Operation;Operation_Code;DateFull_mn;TimeStamp_mn;Latitude;Longitude;Bottom_Depth;Dist_Shore;Fishing_Depth_Upper;Fishing_Depth_Lower;Species;Code_Species;Compartment;Reg;Pres_Abs;Nb_Individual;Nb_Colonies;Biovolume;TL;FL;SL;ML;CL;DL;TW;TWest;EW;GonW;StomachW;Fullness;Collection;AphiaID_Worms;Scientific_Name_Worms;Authority_Worms;Kingdom;Phylum;Class;Order;Family;Genus;rank
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Aulostomus maculatus;Aulo.macu;FISH;3;1;NaN;NaN;NaN;29.2;NaN;27;NaN;NaN;NaN;34.6;NaN;NaN;NaN;NaN;NaN;NaN;278080;Aulostomus maculatus;Valenciennes, 1841;Animalia;Chordata;Teleostei;Syngnathiformes;Aulostomidae;Aulostomus;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Aulostomus maculatus;Aulo.macu;FISH;4;1;NaN;NaN;NaN;25.7;NaN;23.9;NaN;NaN;NaN;25;NaN;NaN;NaN;NaN;NaN;NaN;278080;Aulostomus maculatus;Valenciennes, 1841;Animalia;Chordata;Teleostei;Syngnathiformes;Aulostomidae;Aulostomus;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Aulostomus maculatus;Aulo.macu;FISH;5;1;NaN;NaN;NaN;30.6;NaN;28.4;NaN;NaN;NaN;42.2;NaN;NaN;NaN;NaN;NaN;NaN;278080;Aulostomus maculatus;Valenciennes, 1841;Animalia;Chordata;Teleostei;Syngnathiformes;Aulostomidae;Aulostomus;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Dactylopterus volitans;Dact.voli;FISH;1;1;NaN;NaN;NaN;19.4;NaN;15.9;NaN;NaN;NaN;83.1;NaN;NaN;NaN;NaN;NaN;NaN;127232;Dactylopterus volitans;(Linnaeus, 1758);Animalia;Chordata;Teleostei;Dactylopteriformes;Dactylopteridae;Dactylopterus;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;1;1;NaN;NaN;NaN;16.6;NaN;13.7;NaN;NaN;NaN;206.6;NaN;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;2;1;NaN;NaN;NaN;17.5;NaN;13.3;NaN;NaN;NaN;241.7;NaN;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;3;1;NaN;NaN;NaN;11.9;NaN;10.2;NaN;NaN;NaN;93.2;NaN;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;4;1;NaN;NaN;NaN;12.9;NaN;10.6;NaN;NaN;NaN;81.7;NaN;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;5;1;NaN;NaN;NaN;13.4;NaN;11.1;NaN;NaN;NaN;92;NaN;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;6;1;NaN;NaN;NaN;11.6;NaN;9.8;NaN;NaN;NaN;68.9;NaN;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;7;1;NaN;NaN;NaN;11.4;NaN;9.4;NaN;NaN;NaN;77.8;NaN;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;8;1;NaN;NaN;NaN;12.7;NaN;10.3;NaN;NaN;NaN;77.7;NaN;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;9;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;11;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;12;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;13;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;14;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;15;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;16;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;17;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;18;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;19;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;20;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;21;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;22;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;23;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;24;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;25;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;26;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;27;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;28;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;29;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;30;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;31;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;32;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;33;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;34;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;35;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Diodon holocanthus;Diod.holo;FISH;36;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;187.78;NaN;NaN;NaN;NaN;NaN;127402;Diodon holocanthus;Linnaeus, 1758;Animalia;Chordata;Teleostei;Tetraodontiformes;Diodontidae;Diodon;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Fistularia petimba;Fist.peti;FISH;1;1;NaN;NaN;NaN;50.4;49;47.9;NaN;NaN;NaN;78.3;NaN;NaN;NaN;NaN;NaN;NaN;159439;Fistularia petimba;Lacepède, 1803;Animalia;Chordata;Teleostei;Syngnathiformes;Fistulariidae;Fistularia;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Fistularia petimba;Fist.peti;FISH;2;1;NaN;NaN;NaN;40.7;39.2;38.6;NaN;NaN;NaN;34.8;NaN;NaN;NaN;NaN;NaN;NaN;159439;Fistularia petimba;Lacepède, 1803;Animalia;Chordata;Teleostei;Syngnathiformes;Fistulariidae;Fistularia;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Fistularia petimba;Fist.peti;FISH;3;1;NaN;NaN;NaN;42.8;41.4;40.5;NaN;NaN;NaN;44.2;NaN;NaN;NaN;NaN;NaN;NaN;159439;Fistularia petimba;Lacepède, 1803;Animalia;Chordata;Teleostei;Syngnathiformes;Fistulariidae;Fistularia;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Fistularia petimba;Fist.peti;FISH;4;1;NaN;NaN;NaN;18;17.8;17.5;NaN;NaN;NaN;1.7;NaN;NaN;NaN;NaN;NaN;NaN;159439;Fistularia petimba;Lacepède, 1803;Animalia;Chordata;Teleostei;Syngnathiformes;Fistulariidae;Fistularia;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Lactophrys trigonus;Lact.trig;FISH;1;1;NaN;NaN;NaN;31.5;NaN;27.3;NaN;NaN;NaN;610.95;NaN;NaN;NaN;NaN;NaN;NaN;158931;Lactophrys trigonus;(Linnaeus, 1758);Animalia;Chordata;Teleostei;Tetraodontiformes;Ostraciidae;Lactophrys;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Lactophrys trigonus;Lact.trig;FISH;2;1;NaN;NaN;NaN;32.4;NaN;27.5;NaN;NaN;NaN;583.92;NaN;NaN;NaN;NaN;NaN;NaN;158931;Lactophrys trigonus;(Linnaeus, 1758);Animalia;Chordata;Teleostei;Tetraodontiformes;Ostraciidae;Lactophrys;Species
Abracos_2;A2_300;A2_01;BotTrawl;A2_BotTrawl_01;09/04/2017 17:35;1491770100;-8.6764;-34.791033;45.8;27065.63;45;45;Lactophrys trigonus;Lact.trig;FISH;3;1;NaN;NaN;NaN;35;NaN;29.5;NaN;NaN;NaN;737.6;NaN;NaN;NaN;NaN;NaN;NaN;158931;Lactophrys trigonus;(Linnaeus, 1758);Animalia;Chordata;Teleostei;Tetraodontiformes;Ostraciidae;Lactophrys;Species
